name,place,price
成都西府南街社区,西府南街47号 ,8077
成都西月大厦,一环路浣花小区 ,0
成都新大街1号社区,新大街1号 ,0
成都西大街社区,西大街101号 ,8961
成都消防宿舍,超洋路36号 ,8996
成都新源巷1号院,玉林南路新源巷1号 ,8203
成都新会展中心,南延线新会展中心步行街 ,0
成都欣亿小区,肖家河东四巷3号 ,7884
成都望福街17号院,望福街17号 ,8246
成都新莲馨,海椒市街56号 ,0
成都鑫源锦城,黄金路238号 ,4643
成都香榭春天,红牌楼西部汽车城内 ,0
成都香草舟,政府北路 ,0
成都幸福生活广场,都江堰大道下段（法院东侧） ,5490
成都西江明珠,崇阳镇文井路 ,3309
成都西岭美麓,西岭雪山风景名胜区 ,0
成都西延雅舍,星河街38号 ,0
成都学邻馨地,中和镇学苑路206号 ,0
成都现代名都,十里大道656号 ,4926
成都西城丽舍,蜀汉路365号附18号 ,0
成都新世界·丽舍,西安中路108号 ,0
成都心中田园,邓双新城（岷江大道旁） ,0
成都心意小区,城南一二环间玉林西路永丰路国际花园旁 ,0
成都小天西街1号院,小天西街1号 ,8934
成都新华书店宿舍二,文德路电子科大宿舍旁 ,0
成都惜字宫南街,惜字宫南街 ,0
成都溪源居,鲸龙路185号 ,0
成都兴泰苑,宝光大道中段37号 ,0
成都小天北街18号院,小天西巷5号一环路跳伞塔电脑城附近 ,0
成都小天西巷5号,武侯小天西巷5号 ,0
成都新华商住楼,双桥路178号 ,0
成都新南支路14号,新南支路14号新南门车站国美电器旁 ,0
成都桃李园华阳,合平路 ,0
成都文华路12号院,文华路12号 ,8676
成都皖花小区,二环路西一段 ,0
成都万科阳光会所,静安路1号 ,0
成都武侯横街小区,武侯横街15号 ,8858
成都武候祠横街14号附7,武候祠横街14号附7 ,0
成都五桂桥万景峰,五桂桥迎晖路 ,0
成都文德社区,八里小区 ,0
成都万瑞国际公寓,航空路6号 ,0
成都心怡蝴蝶城,国际新城南天府大道沿线 ,0
成都西江紫园,滨江路南一段2号 ,8506
成都肖家新居,北站东一路8号 ,10635
成都学府新城,黄河北路30号 ,0
成都西蜀皓月三期,金牛坝路13号 ,8593
成都新世纪广场,天府新区华阳镇丁字街 ,0
成都现代名城,十里大道二段438号 ,3928
成都香木林馨苑,龙潭寺西路88号 ,0
成都幸福风景,岷江路131号 ,7396
成都学苑风情港,九里堤中路 ,0
成都象牙海岸,永康西路603号 ,0
成都新和方正花园,方正街8号 ,8911
成都旺府公寓,均隆街64号 ,0
成都文化产业学院教师公寓,华阳锦江路四段 ,0
成都万泉阳光叠苑,安靖镇正义路222号 ,0
成都万科金色领域,光华南三路88号 ,8902
成都温江区万盛新区,南熏大道四段158号 ,2543
成都万里号,浆洗街29号 ,0
成都物探小区,华阳滨河路一段95号 ,5611
成都五块石鑫碧苑,五块石八里桥路 ,0
成都望江公寓,一环路南一段59号 ,38080
成都微波局宿舍,蜀兴南路3号 ,0
成都望平大厦,成华望平街2号 ,0
成都五世同堂,红星路一段 ,13803
成都维港,丽都路538号 ,0
成都泰丰北极星,五块石五组（赛云台北支路/赛云台东二路口） ,0
成都三十七中教师公寓,青羊区光华大道一段484号 ,11280
成都秀城,龙舟路59号 ,0
成都小天西街社区,一环芳草衣冠庙华西小天 ,0
成都西屠场街,西屠场街 ,0
成都新峰大厦,紫荆路 ,0
成都香颂湖国际社区,中兴镇 ,0
成都肖家河东一巷11号小区,肖家河东一巷11号 ,0
成都新港湾,北顺西巷38号 ,0
成都新华书店宿舍,温江区西大街新华书店对门 ,0
成都小通公寓,小通巷6号 ,0
成都西城国际,高科技产业园(西区)蜀西路48号 ,0
成都新港公寓,桃溪路129号 ,0
成都香堤湾,凤凰北大街光华大道沿线 ,0
成都西崇逸景,崇德路（崇义小学对面） ,0
成都舜和家园,成华区十里店东二段 ,11805
成都天府小区,学院路西段371号 ,2938
成都天象大厦,青羊八宝街万和路90号 ,0
成都太升苑商铺,太升北路55号 ,0
成都天涯石南街17号院,天涯石南街17号 ,9328
成都同怡横街50号院,同怡横街50号 ,12780
成都铁塔厂宿舍,崔家店北路2号 ,0
成都铁箍井街2号,铁箍井街2号 ,0
成都天盛大都汇,城中文殊坊旁 ,0
成都太平横街95号院,太平横街95号 ,8694
成都天涯南苑,天涯石南街29号 ,0
成都天成街19号院,天成街19号 ,9570
成都同善街37号院,同善街37号 ,11364
成都望郡c区,青羊大道8号 ,0
成都沃的奥World Office,武青南路51号(武侯科技园、双星大道) ,0
成都威尼斯水城,永文路（芙蓉大道旁） ,0
成都万和阳光城,金园街（金堂客运中心对面） ,9937
成都蔚蓝森林,西河镇政府对面 ,0
成都WOIN风尚,二环路西二段西南财大旁 ,0
成都VACA国际城,阳光城幸福大道 ,0
成都天龙苑,文明西街138号 ,5351
成都天立水晶城,酒城大道 ,0
成都五里青城,青城山环山渠核心风景区内 ,0
成都武侯祠大街11号院,武侯祠大街11号 ,8207
成都卧牛巷10号,卧牛巷10号 ,0
成都文家场,文家场蛟龙工业港 ,0
成都万科金润华府,静秀路55号 ,13921
成都温馨家园,小天北街6号 ,0
成都望平滨河路18号院,望平滨河路18号 ,8342
成都武侯祠大街22号,武侯祠大街22号 ,0
成都唐风苑,新繁镇繁清路 ,0
成都天和盛世,天维街与五桂桥街交界处 ,6024
成都太阳城,赵镇新区六横道街 ,0
成都太升通讯中心,锦江太升南路136号 ,0
成都天益佳苑,泰山北街58号 ,0
成都天盛花苑,航天南路1号 ,5740
成都天泉聚龙国际生态别墅园,同安镇阳光大道旁 ,4873
成都三利宅院商业,双流中和大道90号 ,0
成都顺江苑,华阳顺河街（近世发商务酒店） ,0
成都双流公安局宿舍,棠湖南路二段129号 ,4292
成都蜀泉公寓,龙泉驿区长柏路51号 ,0
成都省物价局宿舍,慈惠堂街31号 ,9379
成都四川日报宿舍,玉林街26号 ,0
成都双流技术监督局宿舍,双流县东升镇棠湖南路三段28号 ,0
成都龙吟华章,成华龙潭总部经济区 ,0
成都石人西路31号院,石人西路31号 ,7971
成都省铁路局宿舍,金仙桥路15号 ,8257
成都双桥路213号,双桥路213号 ,0
成都四川省直机关工委宿舍,洗瓦堰街 ,0
成都世外桃源,建材路6号 ,4628
成都上河居,大安西滨河路3号 ,7341
成都四川军区宿舍,七道堰街30号 ,0
成都石人南路6号院,石人南路6号 ,7336
成都树蓓街104号院,树蓓街104号 ,8466
成都十八中教师宿舍,金罗路4号（18中旁） ,0
成都省政协职工宿舍,红照壁25号 ,0
成都十二北街23号院,十二北街23号 ,8714
成都水映城,正北街 ,0
成都圣陶苑,商业南街46号（陶然村后门） ,5989
成都书香逸苑,郫县团结镇 ,0
成都蜀兴东街小区,蜀兴街 ,0
成都圣景苑,锦绣路19号 ,3053
成都尚信国际公馆,南熏大道二段 ,0
成都顺城苑,东华巷 ,0
成都思华苑,天乐街2号 ,0
成都顺苑小区,成灌西路369号 ,4006
成都三强大厦,科华北路137号 ,0
成都双流锦里园别墅,成都西航港长城路 ,0
成都天府公寓,三桂前街89号 ,0
成都铁路通信厂宿舍,草金东路1号 ,0
成都通锦苑,西体北路3号 ,0
成都天晴美地,临邛镇西较场口街109号 ,0
成都镗钯街社区,镗钯街 ,0
成都铜丝街社区,德盛路市中心人人乐好又多 ,0
成都太升南路288号院,太升南路288号 ,9161
成都天府丽都,青羊区草堂北支路217号 ,0
成都同盛路社区,同盛路 ,0
成都缇香府二期,唐安西路70号 ,0
成都太极花园,长安路275号 ,0
成都同善桥9号院,同善桥9号 ,0
成都天府花城,生态大道踏水段299号 ,0
成都天科大厦,现代工业港港通北四路 ,0
成都泰祥小区,高升桥东路28号 ,0
成都泰立观筑,书院街111号(交大银座小区旁） ,4821
成都天晨花溪碧,蓉北路三段223号 ,8697
成都特拉克斯国际广场,高新区成都人南路天府立交左侧（高新管委会 ,0
成都跳蹬河北路社区,跳蹬河北路 ,0
成都天府银苑,都江堰天府大道 ,3261
成都天香苑,清源路138号 ,4405
成都天府豪庭,武侯区荣华南路398号 ,8559
成都天府家苑,华阳富民路一段282号 ,5731
成都棠湖家苑,双流县东升街道城北下街131号 ,5463
成都渭水尚苑,龙桥镇渭水社区 ,0
成都文华路4号院,文华路4号 ,9064
成都武侯祠大街242号,武侯祠大街242号 ,0
成都万科阳光公寓,静安路1号 ,0
成都望平街153号院,望平街153号 ,0
成都双流保险公司宿舍,东升镇棠湖西路二段25号 ,4565
成都三江城市之光,温泉路 ,0
成都石油公司宿舍,横东城根街4号 ,0
成都石人东路11号院,石人东路11号 ,8446
成都蜀明东路小区,蜀明东路10号 ,0
成都上同仁路63号院,上同仁路63号 ,0
成都双楠街44号院,双楠街44号 ,0
成都市委机关大院,营通巷21-36号 ,0
成都陕西街单位宿舍,陕西街32号（石室联合中学附近） ,10317
成都蜀汉路黄忠街20号院,蜀汉路黄忠街20号 ,0
成都石人南路19号院,石人南路19号 ,8318
成都石人西路11号院,石人西路11号 ,8463
成都省财政厅宿舍,梓潼桥西街18号 ,10546
成都上沙河铺街202号院,上沙河铺街202号 ,0
成都蜀汉路31号院,蜀汉路31号 ,8214
成都省委宿舍,商业街6号（四川省委旁） ,0
成都省交通厅宿舍,武侯祠大街180号 ,0
成都守晶街6号院,守晶街6号 ,0
成都双清南路社区,城西府南新区双清南路二三环路之间 ,8373
成都水碾河路30号小区,新华公园万年场电视塔双林路水碾河城西 ,0
成都三官堂街104院,三官堂街104号 ,0
成都三槐树街93号院,三槐树街93号 ,0
成都省政府宿舍,成都锦江区庆云路 ,0
成都蜀营路社区,金沙蜀营路 ,0
成都双庆路47号小区,双庆路47号千居朝阳对面 ,0
成都蜀鼎意景,孟湾东道286号 ,0
成都思维苑,锦江区红星路二医院武城大街111号 ,0
成都塞格广场,太升南路中路忠烈祠西街交接处 ,0
成都省纪委宿舍,二道桥街6号 ,8106
成都天府时代广场,东大街以南、水井街以北 ,0
成都深越西园,子云路194号 ,0
成都世发家园,华阳张家巷簸箕街 ,7587
成都双顺路社区,青羊区双顺路 ,0
成都三街坊社区,双桥路174号 ,0
成都顺心苑,富民路二段207号 ,10281
成都沙竹园,成都市武侯区晋阳路288号 ,0
成都四季豪廷,郫县科化一路31号 ,0
成都署前公寓,署前街31号 ,0
成都蜀锦厂宿舍,望仙场街37号 ,0
成都沙河怡苑,经天西路106号 ,0
成都蜀营街12号院,蜀营街12号 ,8504
成都双建路小区,双建路60号 ,0
成都沙湾路61号院,沙湾路61号 ,8636
成都桃源街社区,桃源街2号（桃源街与双建北巷交叉） ,8704
成都天宏水晶城,遂宁市城北西山路明月桥侧 ,0
成都天府临邛,凤凰大道649号 ,3173
成都天晨美墅庭院,宝光大道23号 ,2997
成都天鹅岭,龙都北道3号 ,9031
成都水乡颐园,郫县三道堰文化广场 ,0
成都双流畜牧局宿舍,东升镇城北下街63号 ,4290
成都蜀光路8号院,成都市金牛区蜀光路8号 ,7606
成都双流残联宿舍,双流县东升镇白依下街60号 ,4425
成都蜀都新邨,顺河东街33号 ,4261
成都丝绸厂小区,中和街道半边街 ,0
成都沙湾邮局宿舍,沙湾路71号 ,0
成都石桥小区,府城大道799号 ,9396
成都双流顺和苑,双流县东升镇长顺路四段86号 ,0
成都省高级人民法院单位宿舍,成都天成街55号（正府街旁） ,0
成都书院小区,书院街22号 ,3862
成都沙河苑,东怡街1号 ,0
成都石人重型苑,成都市大庆路80号 ,0
成都商业银行宿舍,肖家河兴蓉街19号 ,0
成都石人南路32号院,石人南路32号 ,8166
成都实业街19号院,实业街19号 ,13485
成都师友路6号院,师友路6号院 ,8083
成都石人竹苑,大庆路80号 ,7767
成都省粮食局宿舍,川音九眼桥 ,0
成都丝绸公司宿舍,顺城街 ,0
成都沙板桥教师宿舍,跳蹬河北路86号 ,7629
成都生殖卫生学院宿舍,美领馆对面 ,0
成都树德巷3号院,树德巷3号（树德中学附近） ,9467
成都水电五局干部宿舍,锦江一环路东四段 ,0
成都省工商银行宿舍,锦江区中新横街3号 ,0
成都四川幼师宿舍,致民东路16号 ,10130
成都水碾河北一街社区,水碾河路39号 ,8383
成都塑料厂宿舍,二环路西一段7号 ,6842
成都双楠街129号院,双楠街129号 ,0
成都沙西欣城,安靖镇西南交大新校区对面 ,4409
成都尚河景,仁和街（郫彭路旁） ,0
成都三和汇龙金港,新建路1路（平安桥头） ,0
成都水色时光,黄苑街15号 ,0
成都塑料市场宿舍,武侯区一二环间永盛北街 ,0
成都水城印象,水城印象位于金堂县毗河南岸沱源大道东侧 ,3731
成都上城国际,成华大道与二仙桥东路的交汇处，... ,12655
成都税务局宿舍,金鱼街1号（抚琴路与金鱼街交汇处） ,8160
成都双桥路南一街14栋,双桥路南一街 ,0
成都蜀兴公寓,二环路东三段7号 ,0
成都山水邻居,都江堰虹口景区 ,0
成都石油嘉苑,府青路一段17号 ,0
成都双流国土局宿舍,仁和路49号 ,4460
成都蜀光苑,肥猪市街57号 ,0
成都水流云在,友爱镇石家桥出口农科村方向200米处 ,5274
成都水木苑,光华村街66号 ,0
成都石竹苑,石人正街2号 ,7734
成都双楠街社区,双楠街59号 ,8664
成都双桥路南一街15号,双桥路南一街15号 ,0
成都社保局宿舍,市中心人民公园附近 ,0
成都赛弗假日,顺城大街27号 ,0
成都上城,青羊大道8号 ,0
成都上池北街十一号院,市中心上池北街11号 ,0
成都STUDIO单飞,老马路7号 ,0
成都生态庭苑,天缘路一段179号 ,4370
成都双子座,华金大道中段 ,0
成都沙河林荫,成仁路桦林苑（3路车终点站） ,0
成都水井仁家,水井坊街6号 ,0
成都上东壹街区,成都市洪河大道北路 ,0
成都A-Ztown,建设路2号(原成都国光电气股份有限公司) ,0
成都人民南路社区,人民南路一段 ,0
成都水云间,（西区）围城大道兴业街 ,0
成都少城雅居,西胜街8号 ,0
成都蜀泰商厦,太升南路136号 ,0
成都沙河庭院,三友路229号新1号 ,14098
成都三洲佳润,东安南路 ,0
成都水都新城,新马路 ,0
成都蜀韵雅居,青城桥下灌温路口 ,0
成都水都城市花园,江东街258号 ,3962
成都少城佳苑,蜀华街61号 ,9404
成都森邻香堤,灵雅路238号 ,0
成都双楠逸景,外双楠武侯大道双丰中路256号 ,0
成都书香庭苑,双流成北上街58号 ,4840
成都尚东美寓,永安路三段42号 ,5158
成都上品优空间,蜀汉路516号 ,0
成都深蓝华亭,一环路西三段1号 ,0
成都盛世荷花,人民北路三段196号 ,0
成都四海一家,青羊二环路西二段与清溪路交汇处 ,32387
成都人行宿舍,二环路南二段27号 ,0
成都如是庵街1号院,如是庵街1号 ,10241
成都人民商场宿舍,营通街16号 ,0
成都润鑫·宅院,东南市街39号 ,0
成都人和佳苑别墅,草堂路万树园侧 ,0
成都荣兴苑,抚琴西路171号 ,0
成都荣鑫苑,银沙横街8号 ,0
成都荣馨公寓,九里堤南路8号 ,0
成都润生兰园,中和镇中柏路 ,10261
成都荣祥嘉苑,中和镇中柏路255号 ,10964
成都蓉墅,人南延线新会展中心旁 ,0
成都瑞康花园,玉带桥街210号 ,8382
成都清江苑,黄田坝清河一村 ,5362
成都清江雅舍,万寿桥路66号 ,9910
成都情真苑,成都高新区天仁北一街9号 ,0
成都曙馨苑,蜀前街31号 ,12055
成都润和书院,华阳正北街华阳中学旁 ,0
成都瑞联路249号,瑞联路249号 ,0
成都仁和公寓,仁和路26号 ,0
成都仁达公寓,滨河桥附近 ,7347
成都人防大厦,郫县郫筒镇一环路东北段120号 ,0
成都仁和居,华阳大道三段91号 ,0
成都润兰苑,二江路二段292号 ,6146
成都瑞云壹号村庄,司马大道1号 ,0
成都蓉北商贸中心,蓉北商贸大道一段17号 ,0
成都润升林韵,双流县东升镇棠湖南路 ,0
成都荣馨佳苑,二环路南四段联谊巷1号 ,0
成都瑞通新居,二环路北四段1号 ,0
成都人民南路四段38号院,人民南路四段38号 ,0
成都荣德大厦,东门街79号 ,0
成都启明公寓,均隆街3号（东门大桥旁） ,0
成都沁园小区,宜宾航天路中段 ,7252
成都齐心大院,树德巷2号（近宁夏街) ,8988
成都前进苑,温江和盛镇步行街 ,2202
成都青城雅舍,青云路2号（青城山镇） ,0
成都青龙日月苑,昭觉寺横路19号 ,0
成都青羊大道小区,青羊大道 ,0
成都区调队宿舍,华阳大道 ,0
成都青城美庐,都江堰泰安村四组39号 ,0
成都成都龙潭总部新城,成都龙潭总部新城位于成华东三环二段龙潭都市工业集中发展区 ,0
成都清江东路31号院,清江东路31号 ,8590
成都青羊西路2号院,青羊西路2号 ,9449
成都群益路2号,群益路2号（二环路外侧） ,7378
成都清江路小区,青羊区清江路 ,0
成都戎居苑,少陵路安居街88号 ,8074
成都瑞丰巷社区,府青路二段 ,0
成都仁和园,海椒市街60号 ,0
成都瑞园小区,李家沱 ,0
成都日月公寓,蜀汉路152号 ,0
成都清波苑,金福北路101号（翠微清波旁） ,0
成都清和里北段7号院,清和里北段7号 ,10314
成都清溪南街14号院,清溪南街14号 ,0
成都青城花园,都江堰青正街63号 ,4167
成都青羊上街398号院,青羊上街398号 ,15964
成都清江东路41号院,清江东路41号 ,0
成都琴台路社区,琴台路 ,0
成都群和路社区,群和路1号 ,0
成都青羊上街208号院,青羊上街208号 ,14447
成都倾城莲花,西江乡龙泉村 ,6066
成都清溪庭院,青羊清溪西路6号 ,9321
成都清溪南街15号院,清溪南街15号 ,7870
成都青年路社区,青年路 ,0
成都青和里,九眼桥青和里 ,0
成都青龙横街37号院,青龙横街37号 ,8590
成都群众路社区,九眼桥群众路 ,0
成都沁芳苑,芳草东街105号 ,0
成都七里溪香,同华大道177号 ,3774
成都清河艺术家创作园·聚艺36墅,友爱镇石家桥出口农科村方向200米处 ,0
成都青年家园,郭家桥正街6号 ,0
成都晴和苑,建设北路三段496号 ,0
成都青城二十四院,康兮路69号 ,0
成都齐力棕榈湖国际社区,棕榈湖路104号(北河二桥旁) ,3054
成都清河御苑,友爱镇清溪村 ,0
成都青城皓庭,青城山环山路17号 ,0
成都倾城之恋,新中路与桑园街交界处 ,0
成都青城两河山庄,青城后山两河乡风景区 ,0
成都清河上院,友爱镇释迦桥下街76号 ,0
成都青城后山水,青城后山山门50米 ,2915
成都清溪映墅,青城山镇和乐村 ,0
成都清江小区,金福路140号 ,6301
成都七彩空间,莲桂南路28号 ,11125
成都清溪苑,同善桥东街2号 ,0
成都千禧家园,团结镇 ,0
成都浅水湾,德阳珠江大桥东 ,6035
成都青城风景,香楠路（泉水路旁） ,2847
成都千色园,神仙树南路8号 ,0
成都亲河名居二期,大丰镇三元街 ,0
成都秦堰名居,灵岩山脚下（都江堰市区旁） ,0
成都郫县地税小区,郫县郫筒镇包家巷 ,5592
成都郫县机面厂小区,文庙巷61号 ,5237
成都郫县蜀都苑,王府商业街70附13号 ,2994
成都圃园路4号院,圃园路4号（九里堤公园附近） ,7366
成都蓬莱居,金仙桥路9号 ,7381
成都楠村公寓,武侯区二环路西一段（伊藤洋华堂对面） ,0
成都平福路124号,李家沱平福路124号 ,0
成都攀乐苑,蜀兴西街34号 ,0
成都彭湖湾国际生态社区,四川彭山县寂照街2号 ,0
成都蒲阳商住综合市场,都江堰蒲阳大道东段蒲阳新桥头 ,0
成都鸥鹏大道小区,龙泉鸥鹏大道 ,0
成都欧洲印象,航空港机场路（家园国际酒店旁） ,0
成都欧康花苑,金沙街与滨江路交界处 ,0
成都南阳花园,龙透关路29号 ,0
成都南亚风情苑,东兴大道 八号路 汉安大道 ,0
成都南岳小区,国色天香旁 ,0
成都内燃机厂宿舍,昭觉寺南路139号 ,0
成都南城驿站,成都市桐梓林东路22号附3号 ,0
成都农行家属院,温江文化路与和宁街交口 ,0
成都南阳新苑,机场路月亮湾站对面 ,0
成都楠苑公寓,高升桥东路15号 ,0
成都南河上居,青羊横街5号 ,11017
成都南岳别墅,温江国色天香旁 ,0
成都南城新贵,人民南路四段中苑巷2号 ,0
成都农行宿舍,肖家河小区东二巷9号 ,0
成都南鑫苑,玉通巷5号 ,0
成都南港都市,正西街彩虹桥头 ,9600
成都南桥新天地,新津东顺河街94号 ,6824
成都岷江花园,幸福大道中山北路8号 ,4381
成都岷山馨苑,观景路中段322号 ,3846
成都民航快递大楼,高新区火车南站西路38号 ,0
成都明顺园,彭州市天府中路 ,0
成都岷阳小区,郫县星光大道夜市旁 ,4273
成都南谊大厦,领事馆路1号 ,0
成都南巷子公寓,同仁路观音阁后街 ,0
成都南灯巷2号院,南灯巷2号 ,0
成都能达花园,玉居庵东路5号 ,8744
成都牧电路后街13号院,牧电路后街13号 ,8592
成都茗景苑,华阳正北中街5号 ,0
成都美洲加州山庄,高新区南三环路五段188号 ,0
成都明阳大厦,金牛沙湾东一路31号 ,0
成都美林花园,都江堰景环路58号 ,3002
成都马尔康林业局干休所,郫县北二环东段75号 ,3835
成都明苑西区,金沙西巷40号 ,0
成都磨房街30号院,磨房街30号 ,11419
成都牧电路7号院,牧电路7号（牧电路与牧电后街交界处） ,10498
成都牧电路13号,牧电路13号 ,0
成都牧电路后街社区,西门一环边浣花溪公园旁 ,0
成都民主路,民主路红瓦寺九眼桥一环路川音 ,0
成都牧电路后街11号院,牧电路后街11号 ,8954
成都民主路12号院,民主路12号 ,0
成都民园小区,华阳大道二段134号 ,4203
成都茗兴花园,双流县朝阳路119号 ,0
成都懋山湖,阳光大道288号（中粮御林湾前行100米） ,0
成都牡丹公寓,七莘路2899弄 ,0
成都明苑小区,西航空港白家镇（近花红小区中街） ,4666
成都岷江小区,西区大道300号 ,0
成都美墅半岛,青城后山大观镇两河风景区 ,7696
成都牡丹名邸别墅,新光路5号 ,0
成都猛追湾南街,猛追湾南街 ,0
成都漫草苑,温江区万春镇南岳村 ,0
成都木仁星期八,草堂北支路217号 ,0
成都岷江河畔,龙潭湾滨河路 ,4318
成都MINI格调,一环路南四段兴蓉街 ,0
成都梦想空间,犀浦镇犀方路车管所行政服务大楼对面 ,0
成都名人第四城,二环路北一段 ,0
成都满庭芳,朝阳路和天府大道交汇处 ,3115
成都MINI米妮,白马庙市场旁 ,0
成都玫瑰苑别墅,幸福大道下段 ,5952
成都磨子巷8号院,磨子巷8号 ,0
成都马鞍山路36号,金牛区李家沱马鞍山路36号 ,0
成都柳岸阳光,温江柳林乡和平村4租 ,0
成都美景花园,武阳西路240号 ,0
成都美丽华,温江西大街166号 ,0
成都岷江畔岛,幸福大道上段 ,0
成都岷山商城,都江堰幸福大道上段 ,0
成都岷山雅居,蒲阳路313号 ,0
成都美墅云间,少陵东街28号 ,8924
成都利泰春天,江阳区龙透关23号 ,0
成都蓝山溪谷,麓山大道310号 ,0
成都邻水苑,清源路78号 ,3963
成都林科院宿舍,下沙河铺街44号 ,0
成都立山公寓,绵阳市成绵路42号 ,0
成都泸州阳光水岸,泸州香林路 ,0
成都乐源小区,泸州迎宾大道 ,0
成都蓝天中苑,驿都东路930(龙泉音乐广场附近) ,4857
成都路桥宿舍,高升桥东路22号 ,13988
成都丽水江南,北泉路459号 ,0
成都粮食局宿舍,滨江东路230号 ,0
成都龙祥苑,成都市龙泉驿区青年路172号 ,3905
成都麓山国际黑鹰庄园,麓山大道二段6号 ,0
成都龙泉花园,滨河路106号 ,4251
成都玲珑郡,金履四路58号 ,0
成都龙泉政府大楼,惠王陵东路 ,0
成都丽雅园,星河街39号 ,0
成都丽鑫苑,红牌楼北街26号 ,0
成都龙祥佳苑,香山大道 ,0
成都来龙名苑,灵龙路373号 ,0
成都龙锦晓筑,双拥路63号 ,0
成都六菱社区,华阳大市场附近 ,8807
成都龙鑫小区,成都市龙泉驿区南京路10号 ,5416
成都兰天中苑,成都市龙泉驿区驿都东路930号 ,0
成都龙洲花园,望仙场街3号 ,0
成都浪淘沙华阳大道二段,华新中街248号 ,0
成都旅游公司宿舍,通济桥街143号 ,0
成都邻里中心,新都工业区龙虎大道 ,2332
成都兰郡驿站,莲桂南路36号 ,0
成都正成拉斐,金牛区兴科北路8号 ,0
成都临江路16号院,临江路16号 ,10648
成都蓝天路3号院,蓝天路3号（梅园旁） ,8605
成都六合园,市中心宽窄巷子36号 ,0
成都林荫街电信局宿舍,林荫街 ,12254
成都龙腾小区,丽景华庭旁龙华北路9号 ,14479
成都拉萨市公安局成都民警公寓,家园南街7号 ,0
成都六九宿舍,一环路东一段 ,0
成都林业局干休所,南熏大道388号 ,3783
成都琉璃场社区,琉璃场 ,0
成都蓝湾半岛,新津县五津镇西顺河街81号 ,0
成都龙锦湾,蜀王大道189号 ,0
成都麓山国际圣芭芭拉,人民南路南延线麓山大道二段6号 ,0
成都六三0宿舍,神仙树创业路9号 ,0
成都老成仁路汽修厂宿舍,老成仁路与万达广场交汇处 ,0
成都利民巷2号院,利民巷2号（四川大学华西医院后） ,10265
成都凌海房产,锦兴路18号 ,0
成都力合上域中央,新河路166号 ,0
成都罗家碾街35号院,罗家碾街35号 ,8358
成都领航高端产业楼,人民南四段 ,0
成都旅游局宿舍,一环路南二段7号 ,8640
成都龙瑞花园,城北青龙场温鸭子龙瑞花园 ,0
成都临江名居,临江东路30号 ,0
成都临邛世家,文庙街28号 ,3572
成都绿阳新屯,蜀汉路490号 ,0
成都梨花街1号院,梨花街1号 ,10677
成都拉萨成都安居苑,红牌楼董家湾北街8号 ,6080
成都龙湾生活广场,外双楠/龙腾路与龙华路交汇处 ,0
成都拉姆则林卡,康定东关新城 ,0
成都蓝天苑,华锦路102号 ,0
成都柳镇小院,南熏大道二段12号 ,0
成都六月花苑别墅,望仙场街39号 ,15716
成都罗曼星城,川齿路356号 ,4263
成都丽水芳林,龙洛路（黄义路旁） ,14317
成都兰桂香林,金家巷81号 ,4467
成都丽晶假日,太升北路9号 ,0
成都廊桥水岸,滨江路南一段 ,7356
成都柳苑,北较场路13号 ,0
成都旅游教师宿舍,火车南站西路，旅游教师宿舍 ,0
成都罗家碾公寓,大庆路98号 ,11741
成都丽景园,市中心文翁路人民公园附近丽景园 ,0
成都龙湖世纪峰景,世纪城新会展中心【天鹅湖畔】 ,20630
成都康宁·沁园春,江阳西路龙透关怡景路5号 ,0
成都金诺御景山居,泸州城北新区南光路42号 ,0
成都龙吟国际,永康森林公园 ,3850
成都流溪美庐,龙工南路与白家路交界处 ,0
成都兰庭丽景,彭州政府旁 ,4643
成都柳河苑,柳河南路255号 ,5623
成都老年健康公寓,阳光体育城 ,0
成都丽都花城,围城南路南段130号 ,0
成都龙门上西雅居,机投镇花龙门村4组 ,0
成都丽景东湖,新繁镇滨江路东湖森林广场旁 ,3541
成都龙锦慧苑,簇锦横街160号 ,0
成都晋平街20号院,晋平街20号 ,6760
成都龙湖小院青城,青城山大三路2号 ,0
成都蓝光空港总部基地,航空港黄河中路二段 ,0
成都伯爵山,南延线簏山大道旁边 ,0
成都空港之星,西航港羊双路（川大西航港第一实验小学对面） ,3010
成都康成家园,温江区新南路655号 ,4191
成都康居天骄星城,青白江区文汇路28号 ,0
成都科华巷11号院,科华巷11号 ,8049
成都科仪厂宿舍,新鸿南路159号 ,0
成都奎星搂街14号院,奎星搂街14号 ,17549
成都科华巷2号,科华巷2号磨子桥一环路南一段川大附近 ,0
成都科华巷社区,科华巷2号领事馆棕北亚太好又多附近 ,0
成都金南小区,湖滨路一巷50号 ,4081
成都锦鑫苑,龙平路89号 ,5271
成都军安卫士花园,中和二街66号 ,0
成都金欣苑,金丝街45号 ,0
成都静雅小区,郫县南苑巷94号 ,3768
成都巨梁半岛,彭山县彭祖大道北段四川大学锦江校区南侧（四川大学锦江学院旁） ,0
成都嘉美地,剑南大道南段元华路1188号 ,0
成都建设大厦,锦江东城根上街78号 ,0
成都九龙圣地,崇州区三郎镇 ,3410
成都静华苑,长顺路四段140号 ,3591
成都金洲半岛,外南街 ,0
成都廊桥水岸春天,滨江路南一段 ,0
成都蓝色雅典,长兰路1号 ,0
成都莱茵家园,武城大街武城大桥内侧 ,0
成都临江苑,马家花园路 ,0
